vlan.vid,prefix,vlan_group,status,description,is_pool
,10.162.4.0/24,,active,ILO-MLB-G50,True
,10.162.5.0/24,,active,ILO-MLB-H50,True
,10.163.144.0/24,,active,??,True
,10.163.145.0/24,,active,FW-MLB-LAG,True
,10.0.100.0/24,,active,interco_tdf,True
2907,172.16.195.0/27,Canal+ SNL,active,SNL ASPERA FTP,True
,10.163.250.0/24,,active,INBAND,True
,10.163.251.0/24,,active,FABRIC,True
,10.161.4.0/24,,active,Subnets ESX,True
3952,10.161.4.0/26,00_MLB,active,MGMT_ESXi,True
3953,10.161.4.64/26,00_MLB,active,V_MOTION,True
3954,10.161.4.128/26,00_MLB,active,VSAN,True
,10.161.4.192/26,,active,ESX_4,True
3851,10.178.0.0/15,00_MLB,active,STORAGE,True
,10.163.3.0/24,,active,inbound switch fabric MLB,True
,10.159.209.0/24,,active,,True
3188,10.76.0.0/24,TDF,active,PSDA-FTV-XCO-BACKUP-PRA-EXT,True
,10.163.101.0/24,,active,switch backbone,True
,239.184.43.0/24,,active,mcast_to_montigny,True
,239.184.51.0/24,,active,mcat_from_montigny,True
,10.162.8.0/24,,active,ILO-MLB-K50,True
,10.162.9.0/24,,active,ILO-MLB-L50,True
,10.162.13.0/24,,active,ILO-MLB-P50,True
,10.162.14.0/24,,active,ILO-MLB-Q50,True
,10.162.15.0/24,,active,ILO-MLB-R50,True
21,10.163.112.0/25,00_MLB,active,NAT INFRA,True
54,10.164.8.0/25,00_MLB,active,PRO_CJI_MAIN,True
55,10.164.8.240/28,00_MLB,active,PRO_CJI_DMZ,True
52,10.75.52.0/29,TDF-PSDAFTV,active,Interco ISSY - PSDA,True
,10.56.13.0/24,,active,,True
,10.162.0.0/24,,active,ILO-MLB-DHCP,True
3001,10.172.4.0/22,00_MLB,active,QA_GLB_MAIN,True
3002,10.172.0.0/24,00_MLB,active,QA_GLB_DMZ,True
,10.163.100.0/24,,active,vlan_interco_pe,True
57,10.164.4.0/26,00_MLB,active,PRO_COMMON_KARAJAN,True
56,10.164.4.240/28,00_MLB,active,PRO_COMMON_DMZ,True
59,10.164.4.224/28,00_MLB,active,PRO_COMMON_RECEPT,True
58,10.164.4.128/26,00_MLB,active,PRO_COMMON_TRANSCO,True
,10.164.5.0/25,,active,PANDORA,True
61,10.164.5.0/26,00_MLB,active,PRO_PANDORA_MAIN,True
60,10.164.5.112/28,00_MLB,active,PRO_PANDORA_DMZ,True
,10.164.5.128/25,,active,OCS,True
63,10.164.5.128/26,00_MLB,active,PRO_OCS_MAIN,True
62,10.164.5.240/28,00_MLB,active,PRO_OCS_DMZ,True
,10.168.0.0/22,,active,SMARTJOG,True
,10.168.4.0/24,,active,COMMON,True
,10.168.5.0/25,,active,PANDORA,True
,10.168.5.128/25,,active,OCS,True
,10.168.8.0/24,,active,CJI,True
,10.168.5.128/26,,active,PPD_OCS_MAIN,True
,10.168.5.240/28,,active,PPD_OCS_DMZ,True
,10.168.5.0/26,,active,PPD_PANDORA_MAIN,True
,10.168.5.112/28,,active,PPD_PANDORA_DMZ,True
1502,10.168.4.0/26,00_MLB,active,PPD_COMMON_KARAJAN,True
1503,10.168.4.128/26,00_MLB,active,PPD_COMMON_TRANSCO,True
1501,10.168.4.240/28,00_MLB,active,PPD_COMMON_DMZ,True
1505,10.168.4.224/28,00_MLB,active,PPD_COMMON_RECEPT,True
127,10.75.127.0/24,00_MLB,active,PSDA-FTV-DMZ-2-5-VLAN125,True
230,10.201.22.144/29,TDF,active,OFFICE-ISSY-PSDA,True
,10.100.110.0/24,,active,,True
,10.163.10.0/24,,active,Interco C+,True
,10.163.10.0/25,,active,C+ TH2,True
,10.163.10.128/25,,active,C+ ITX,True
,10.163.10.0/30,,active,,True
,10.163.10.4/30,,active,,True
,10.163.10.8/30,,active,,True
,10.163.10.128/30,,active,,True
,10.163.10.132/30,,active,,True
,10.163.10.136/30,,active,,True
,239.224.51.0/24,,active,mcast_MLB_PEEBLE,True
,10.164.9.0/24,,active,CANAL D3,True
232,10.164.9.0/25,00_MLB,active,PRO_CANALD3_MAIN,True
234,10.164.9.240/28,00_MLB,active,PRO_CANALD3_DMZ,True
231,10.164.9.128/27,00_MLB,active,PRO_CANALD3_COMMAND,True
233,10.164.9.224/28,00_MLB,active,PRO_CANALD3_PTP,True
64,10.164.4.192/27,00_MLB,active,PRO_COMMON_MAIN,True
,10.167.0.0/24,,active,CANAL D3 MCAST,True
3601,10.167.0.0/26,00_MLB,active,MCAST_CANALD3_MPEG,True
,239.225.51.0/24,,active,NDI_MLB,True
,10.163.102.0/24,,active,TH2,True
,10.163.103.0/24,,active,ITX2,True
3101,10.163.102.0/30,00_MLB,active,INTERCO STORMSHIELD TH2 MLB,True
3101,10.163.103.0/30,00_MLB,active,INTERCO STORMSHIELD ITX2 MLB,True
3603,10.163.102.4/30,00_MLB,active,INTERCO VDCM TH2,True
3603,10.163.103.4/30,00_MLB,active,INTERCO VDCM ITX2,True
3103,10.163.102.16/29,00_MLB,active,INTERCO STORMSHIELD TH2 TDF,True
3103,10.163.103.16/29,00_MLB,active,INTERCO STORMSHIELD TH2 TDF,True
,10.163.11.0/27,,active,NAT C+,True
,239.184.38.0/24,,active,mcast_to_regie_live_canal,True
,10.163.10.140/32,,active,,True
,10.163.10.141/32,,active,,True
,10.163.10.142/32,,active,,True
,10.163.10.12/32,,active,,True
,10.163.10.13/32,,active,,True
,10.163.10.14/32,,active,,True
232,10.201.22.160/27,TDF,active,OFFICE-ISSY-REGIE-CANALD3,True
3602,10.167.0.64/27,00_MLB,active,MCAST_CANALD3_MPEG_2110_1,True
3604,10.167.0.96/27,00_MLB,active,MCAST_CANALD3_MPEG_2110_2,True
,10.201.24.0/21,,active,OFFICE_ISSY_2,True
,10.201.24.0/24,,active,OFFICE_ISSY_2_1,True
,10.201.25.0/24,,active,OFFICE_ISSY_2_2,True
,10.201.26.0/24,,active,OFFICE_ISSY_2_3,True
,10.201.27.0/24,,active,OFFICE_ISSY_2_4,True
,10.201.28.0/24,,active,OFFICE_ISSY_2_5,True
,10.201.29.0/24,,active,OFFICE_ISSY_2_6,True
,10.201.30.0/24,,active,OFFICE_ISSY_2_7,True
,10.201.31.0/24,,active,OFFICE_ISSY_2_8,True
,172.16.195.128/28,,active,zone partenaire C+ vers MLB,True
66,10.164.1.64/26,00_MLB,active,PRO_SMJ_RXTX_INT,True
,239.184.39.0/24,,active,mcast_contrib_vDCM_D3,True
222,10.201.22.16/28,TDF,active,OFFICE-ISSY-REGIE-CANALDR,True
3605,10.167.0.128/26,00_MLB,active,MCAST_CANALD3_MPEG_2,True
812,239.35.6.0/24,ZZ_contrib TDF,active,mcast_to_ASTRA,True
,239.226.51.0/24,,active,mcast_controle_monitoring_mlb,True
,10.163.146.0/24,,active,mgmt oncloud ?,True
,10.163.147.0/24,,active,mgmt oncloud 2 ?,True
,10.63.0.0/16,,active,Network_CJI_TDF_side,True
3606,10.167.0.192/26,00_MLB,active,MCAST_CANALD3_NODE,True
1504,10.168.4.192/27,00_MLB,active,PPD_COMMON_MAIN,True
1603,172.26.3.0/24,TDF,active,Mercator - SW-463,True
67,10.164.4.64/27,00_MLB,active,PRO_COMMON_BPM,True
,10.100.165.0/24,,active,,True
,10.159.20.0/24,,active,,True
,10.254.7.0/24,,active,/,True
,10.167.1.0/24,,active,COMMON MCAST,True
3607,10.167.1.240/28,00_MLB,active,MCAST_POG,True
3608,10.175.0.0/24,00_MLB,active,MCAST_QA,True
